"Dyad ID","Thought Unit","Speaker","ANNOTATION"
50,260,Wine,ok ok that sounds good.,MI-C
50,261,Grocery,what about renovation cost?,QP
50,262,Wine,I still don’t know how we would be able to..,IP
50,263,Grocery,Did you say? /What was your suggestion,QP
50,264,Wine,I I don’t see how we can do it for much less then 25.,IP
50,265,Wine,really…,MI-N
50,266,Grocery,ok ok,MI-N
50,267,Wine,so is 25 ok?,OS
50,268,Grocery,ok,RP
50,269,Wine,what if we do 25 for renovation costs and we’d be willing to do 8:30,OM
50,270,Grocery,ok I understand maybe that one is more important to you.,MI-C
50,271,Grocery,Yea,RP
50,272,Wine,"so just to review our,our decision?",PO
50,273,Grocery,So 8:30 to 8:30 pm. 25 thousand. 60% floor space for me.,MI-N
50,274,Wine,Yea,MI-N
50,275,Grocery,Alright 69 degrees…,OS
50,276,Wine,"its little warm for us..but..Yea,its ok.",RP 
50,277,Grocery,yea so we’ve got something in common./ yea,MI-N/MI-N
50,278,Wine,yup.,MI-N
50,279,Grocery,alright,MI-C
50,280,Wine,great.,MI-C
50,281,Wine,I’m really glad with how we worked everything out together.,MI-C
50,282,Grocery,its like you have some compromise in some aspects and I can make it less...through something else..,MI-C
50,283,Wine,that’s sounds great.,MI-C
50,284,Wine,"Yea,well thank you.",MI-C
50,285,Grocery,Your welcome.,MI-C
50,286,Grocery,nice talking to you.,MI-C
50,287,Wine,yes definitely.,MI-C
50,288,Grocery,what’s your major?,OT
50,289,Wine,I’m actually…,OT
50,290,Grocery,Should I stop it?,OT
50,291,Wine,Yea I think…well maybe we should ask her…,OT
50,292,Grocery,Ok..,OT
50,293,Wine,Lynn?,OT
50,294,Lynn,Are you done?,OT
50,295,Wine,yea,OT
50,296,Grocery,we’re done. Its fun.,OT
51,0,Grocery,good.,MI-C
51,1,",",,Wine,How are you?,MI-C
51,2,Grocery,"I’m good,how are you",MI-C
51,3,Grocery,Wine,Good good.,MI-C
51,4,Grocery,Alright So I guess… we can start where ever.,PO
51,5,Grocery,Where ever you want to start at.,PO
51,6,Grocery,I think my priority actually is the renovation costs.,IR
51,7,Grocery,I’ll compromise on some other stuff but uh...,PC
51,8,Grocery,"ok actually,my priority I think is the opening date so…",IR
51,9,Wine,Alright when do you want to open?,QP
51,10,Grocery,if we can open Sept 1st  that would be great.,IP
51,11,Wine,"well the only way I would do that is if we could spend all 30 thousand dollars on,on the costs.",OM
51,12,Grocery,30 thousand?,QM
51,13,Grocery,"To me,I think that is pretty big.",RN
51,14,Grocery,So …I’ll be happy if I can spend 10 thousand.,IP
51,15,Wine,alright so answer is no.,MI-NEG
51,16,Grocery,Yea,MI-N
51,17,Wine,"So um.. So lets see…when,when would you rather open up and close.",QP
51,18,Wine," I’d rather,since its a wine shop, rather go late at night. 10:30 to 10:30.",IP
51,19,Wine,Grocery,"to me,it would be great if I, if we can open at 7:30. 10:30 is too late.",IP
51,20,Wine,,I have to pay a lot of money..,SB-R
51,21,Wine,"ok,alright. So how about..about floor space?",QP
51,22,Grocery,we can split equally. 50% -50%,IP
51,23,Wine,Alright… I would prefer a little less,IP
51,24,Wine,but we can work on that.,MI-N
51,25,Wine,What about temperature?,QP
51,26,Grocery,temperature.,MI-N
51,27,Grocery,I think that 71 degree will be… if we can have…,IP
51,28,Wine," ok,well I prefer cooler for all the wine and",IP
51,29,Grocery,yea but…,MI-N
51,30,Wine,like to keep the liquor a little cold but I’m also,SB-R
51,31,Grocery,So you...you want 65?,QP
51,32,Wine,"yea,but I can go to 67",OS
51,33,Wine,or 69,OS
51,34,Wine,if either of those work for you.,MI-C
51,35,Grocery,65 may be cooler.,IP
51,36,Wine,67 even or…?,QM
51,37,Grocery,"(murmuring) 69.. I can,I can yea I can..",RP
51,38,Grocery,I’d rather go higher.,IP
51,39,Grocery,I can I think…,RP
51,40,Grocery,We should agree on the opening date.,P1
51,41,Wine,"well,I’ll give you sept 1st …",OS
51,42,Grocery,Oh good!,RP
51,43,Wine,If you...well wait a second.,MI-N
51,44,Wine," if you,if you….if you…give me 25 thousand dollars in renovation..",OM
51,45,Grocery,"25 thousand…ok,I can...yea I can do that.",RP
51,46,Wine,Ok,MI-N
51,47,Grocery,What about operation hours?,QP
51,48,Wine,I can do 9:30 to 9:30.,IP
51,49,Grocery,it’s a little bit late.,RN
51,50,Wine,"well if we do 9:30 to 9:30 I’ll split,I’ll split it 50-50 for you.",OM
51,51,Wine,"The,the floor.",MI-N
51,52,Grocery,how about the temperature?,QP
51,53,Grocery,Do you agree with 71 degrees?,OS
51,54,Grocery,I can..,MI-N
51,55,Wine,"well well…lets kinda work the,the three of these issues at the same time.",PP
51,56,Wine,"So what’s the,the best floor space, what’s the optimal floor space for you?",QP
51,57,Grocery,Actually I don’t mind…floor space.,IR
51,58,Grocery,The operational hours is more important to me but....,IR
51,59,Grocery,Actually 7:30-7:30 is best for me,IP
51,60,Grocery,but…I can compromise on other things.,PC
51,61,Grocery,I can give you 69 if you give me 7:30 operational.,OM
51,62,Wine,I think that’s dropping a little low for me on the hours of operation,RN
51,63,Wine,cause…most of the customers come later at night you know… ,SB-R
51,64,Grocery,yea but most of the customers you know are probably not going to purchase after work so…,SB-R
51,65,Wine,Yea.. that is true.,MI-C
51,66,Wine," Alright how about,how about 8:30 to 8:30?",OS
51,67,Wine,That still a little too low?,QP
51,68,Grocery,can you give me the 71 degrees? If you can give it then I can cover the…,PX
51,69,Grocery,Wine,and then will you give me the 40% floor space?,QP
51,70,Grocery,Yup,MIC
51,71,Wine,alright.,RP
51,72,Wine,Sounds good.,MI-C
51,73,Wine,So 7:30 to 7:30 and 67 degrees or 6…?,QM
51,74,Grocery,you mean the 60% floor space and 7:30 to 7:30 and 69.,OM
51,75,Grocery,Is that what you want?,QM
51,76,Wine,um drop it a little bit.,MI-NEG
51,77,Wine,Because both both hours of operation and temperature are pretty high priority for me.,IR
51,78,Wine,"I mean,I already dropped, renovation costs as my top priority and I already dropped a little bit for that.",RT
51,79,Wine,And I gave you your top priority so...,RT
51,80,Wine,Could you give me 67 degrees?  ,OM
51,81,Grocery,67 degrees?,QM
51,82,Grocery,Do you agree on the operation hours? 7:30- 7:30?,OM
51,83,Grocery,Wine,7:30 to 7:30.,RP
51,84,Grocery,Ok then I give you.,RP
51,85,Wine,alright.,MI-N
51,86,Wine,So we have…so we’re…,MI-N
51,87,Grocery,we are all set.,MI-N
51,88,Wine,7:30 to 7:30.,MI-N
51,89,Grocery,"25 thousand,50% and 67..",MI-N
51,90,Wine,its 40% ..,MI-N
51,91,Grocery,4..40%,MI-N
51,92,Wine,yea and 67…,MI-N
51,93,Grocery,67,MI-N
51,94,Wine,as the temperature,MI-N
51,95,Grocery,yea sounds good.,MI-C
51,96,Grocery,Alright.,MI-C
51,97,Wine,is that it?,QM
51,98,Grocery,yea.,MI-C
52,0,Wine,alright.,MI-C
52,1,Grocery,Hi/,MI-C
52,2,Wine,Alright so I’m from…/,MI-C
52,3,Wine,"I’m Tiffany,nice to meet you./",MI-C
52,4,Wine,"So,I’m from the wine shop./",MI-C
52,5,Grocery,I’m from the grocery./,MI-C
52,6,Wine,Right./,MI-C
52,7,Wine,"So we need to work out a agreement here about,all these different issues./",PO
52,8,Wine,I guess we probably have to start with the first one which is the hours of operations... /,P1
52,9,Wine,"I was thinking because,I’m a wine shop and I have, you know this liquor that people are probably gonna wanna buy later /",SB-R
52,10,Wine,"so I was thinking like,10:30 am to 10:30 pm?/",IP
52,11,Grocery,Well because I’m a grocery shop and I sell coffee and breakfast stuff./,SB-R
52,12,Grocery,So I was thinking more like 6:30 to 6:30./,IP
52,13,Wine,oooh yea see…/,RN
52,14,Grocery,I think we have like opposite hours./,ID-N
52,15,Wine,"Yea yea,I mean obviously that won’t work for me./",RN
52,16,Wine,"Because 6:30,probably like 9:30’s probably like my biggest…type/",MIN
52,17,Wine,plus I feel like what people are going to want to buy groceries at night too so people coming for wine and they’re gonna want to come in for/,SB-R
52,18,Grocery,"the reason why I say 6:30 is,because breakfast hours. And 6:30 I might have like more breakfast buyers./",SB-R
52,19,Wine,yea I mean like you also can have like/,MI-N
52,20,Grocery,"I mean,I think 7:30 might work out because you know people won’t buy…/",OS
52,21,Wine,I mean/,MI-N
52,22,Grocery,"I,I’m not, I’m not saying people won’t buy wine at like 7…/ ",SB-R
52,23,Wine,"Yea I mean that’s kinda early,no ones going to buy wine at 7:30 in the morning. /",SB-R
52,24,Grocery,I’m more thinking like 7:30 /at night because maybe people might go to wine shop and then start.  Maybe have little parties afterwards. /Cause 10:30s probably too late to buy wine…/,OS/SB-R/SB-R
52,25,Wine,I mean…/,MI-N
52,26,Grocery,for whatever occasions you know./,MI-N
52,27,Wine,"well then how about,I mean what if we do like 8:30 to 8:30?/",OS
52,28,Wine,Or 9:30 to 9:30?/,OS
52,29,Grocery,How about 7:30 /cause 8:30s really late./,OS/SB-R
52,30,Wine,"Oooh I,we can’t and…/",RN
52,31,Wine,Cause 7:30s so early cause like people are just getting off of work and it’s like Dupont Circle./,SB-R
52,32,Wine,People don’t get of work until like 7 at least./,SB-R
52,33,Wine,Because people work a lot cause they have expensive bills to pay./,SB-R
52,34,Grocery,"Right,yea I understand what you are…/",MI-C
52,35,Wine,"Yea,so I mean I think that 8:30 to 8:30 will be…and 8:30s still really early unfortunately./",IP
52,36,Grocery,8:30 am is late for me already./ ,IP
52,37,Wine,"Yea,see 8:30 pm,/",MI-N
52,38,Wine,7:30’s just too early. /I can’t do 7:30./,IP/ RN
52,39,Wine,Like I’d make no money cause that would just be.../,SB-R
52,40,Grocery,7:30’s pm is too early./,IP
52,41,Wine,Yea 7:30’s pm is just too early for me to close./,IP
52,42,Grocery,alright lets work on 8:30 then. /,OS
52,43,Wine,8:30?/,QM
52,44,Wine,Ok./,RP
52,45,Wine,I think that’s fair./,MI-C
52,46,Grocery,SOMEHTING/,MI-N
52,47,Wine,"Oh,yea./",MI-N
52,48,Wine,"Alright,so then next thing is renovation./",P1
52,49,Wine,Now I don’t care how much it cost/,IP
52,50,Wine,because I think that its imp to have a nice looking store front and store because it in a much more higher class area. And so people will expect more./,SB-R
52,51,Wine,So I’m willing to spend 30 thousand dollars on renovations./,IP
52,52,Grocery,right./,MI-N
52,53,Grocery,Let me double check my…/,MI-N
52,54,Wine,hmmm?/,MI-N
52,55,Grocery,let me double check my…/,MI-N
52,56,Grocery,Ok well I’m I’m more...I’m thinking more like./,RN
52,57,Grocery,"Because,since we already have the store, and we’re there already. It’s more like connecting them and do little stuff./",SB-R
52,58,Grocery,So I would like like to minimize the cost as much as possible./,IP
52,59,Wine,really?/,QM
52,60,Wine,But like I feel like…/,MI-N
52,61,Grocery,no I understand your 30 thousand dollars. Like I understand you want to be nice...like me too./,MIC
52,62,Grocery,Because I’m like a good quality grocery store./,MIC
52,63,Grocery,"But you know,its just its just connecting...I mean the money would only be like connecting the store and saying we’re…in huge for us…saying we’re combined and stuff like that so./",SBR
52,64,Wine,"yea,I mean, but don’t you think that people are going to kind of expect that from us since we’re both like high end businesses.../",SBR
52,65,Wine,And aren’t people going to…/,MI-N
52,66,Grocery,but we already have the store. We already have our renovated stores already/,SB-R
52,67,Wine,"I mean its not really renovated,it still needs like a lot of work to it so./",SB-R
52,68,Grocery,well I don’t think 30 thousand…/,SB-R
52,69,Wine,may be 25 thousand; would that be better?/,OS
52,70,Wine,How much were you willing to spend?/,QP
52,71,Grocery,10 thousand/,IP
52,72,Wine,10 thousand!/,RN
52,73,Grocery,Yea. well yea./,MI-N
52,74,Grocery,"I mean like...its just conneti…Like I said,its just connecting them./",SB-R
52,75,Grocery,"So 30 thousand,or anything more than 10 thousand’s a little too much./",IP
52,76,Wine,"really,well I mean that kind of stuff is expensive like./",SB-R
52,77,Wine,"I mean,we’re both high end businesses and we both/",SB-R
52,78,Grocery,wait is this renovations cost for both of us or just each of us?/,OT
52,79,Wine,I think it’s probably for… each spends the amount. Because we want to put in the same amount of…like capital or whatever./,MI-N
52,80,Wine,So I really want to spend more money/,IP
52,81,Wine,cause I really think it’s really imp./,SB-R
52,82,Wine,"Especially since we’re like…Like Dupont is just…Like,I don’t know if your from the area but like its highly visible to everybody. Like everyone’s going to be seeing it and I think that a lot of times when you have./",SB-R
52,83,Wine,The competition’s high there. There’s lot of like specialty shops and so we need to like be ahead of the game and...in order to keep it/,SB-R
52,84,Grocery,"but we’re already,we were already there. Like, we’ve been there forever. We’re just like combining right now right?/",SB-R
52,85,Wine,no I think we just…we’re…/,SB-R
52,86,Grocery,oh we just making our/,MI-N
52,87,Wine,"we’re getting a whole new store,together./",MI-N
52,88,Wine,Yea./,MI-N
52,89,Grocery,wait but I am currently the owner of special grocery./,MI-N
52,90,Wine,yea but its not...like the same./,MI-N
52,91,Wine,We’re going to be moving to another.../,MI-N
52,92,Grocery,Oh so it…ok/,MI-N
52,93,Wine,"Yea,we’re moving to a different location./",MI-N
52,94,Wine,So the...so we all just like…We’re taking our reputation and putting them into the…/,MI-N
52,95,Grocery,well since we’re already established/,MI-N
52,96,Wine,"Yea,I mean we’re established but we’re not…/",MI-N
52,97,Grocery,our name is…/,MI-N
52,98,Wine,"Our name is established but like,it’s../",MI-N
52,99,Grocery,the location is not…/,MI-N
52,100,Wine,the location is not and I think that it’s really important that when we’re…/,SB-R
52,101,Wine,We need to really come with a strong foot in the door./,SB-R
52,102,Grocery,I think maybe we should spend more time on the grand opening than the renovations.  /,IR
52,103,Wine,Ok well do you think…/,MI-N
52,104,Grocery,Cause you saying…Your saying that you want to start strong./,SB-R
52,105,Wine,we want to start strong but I don’t think that…/,SB-R
52,106,Wine,"I’d rather spend the extra money and do more the renovations of the place,truthfully./",IP
52,107,Grocery,not going to work/,RN
52,108,Wine,Yea…/,MI-N
52,109,Wine,"I mean...I just..10 dollars is not...I mean,I’d say 25 thousand dollars would be the least that I would spend./",IB
52,110,Grocery,10 thousand’s the most that I would spend./,IP
52,111,Grocery,Well…,MI-N
52,112,Wine,"I mean like,then how about, well let’s go on to the next one and we’ll go back to that./",PM
52,113,Wine,Alright?/,MI-N
52,114,Grocery,Floor space./,P1
52,115,Wine,Floor space…/,MI-N
52,116,Wine,I…/,MI-N
52,117,Grocery,What are you thinking?/,QP
52,118,Wine,I’m thinking 40%./,IP
52,119,Grocery,I’m thinking 60%. /,IP
52,120,Wine,ok well that was easy enough./,RP
52,121,Wine,One thing we can agree on./,MI-C
52,122,Grocery,finally!/,MI-C
52,123,Wine,I know exactly./,MI-N
52,124,Wine,Alright now I guess temperature is next./,P1
52,125,Wine,"I run a wine store so obviously need it to be a certain temp in order to keep my,you know, wines and things, all in good condition./",SB-R
52,126,Wine,"So I was thinking 65 degrees would be,would be ideal temp for my goods to stay at the quality…./",IP
52,127,Grocery,how high…/,MI-N
52,128,Wine,…I’d like them to be /,MIN
52,129,Grocery,how high would the temp would be if...for your wine to get..?/,QP
52,130,Wine,to get ruined?/,QM
52,131,Grocery,I mean it doesn’t say there but…/,MI-N
52,132,Wine,"I mean,67, I’d say would be the highest, would be the highest that I that I could do it../",IB
52,133,Grocery,"ok you see I am a grocer store and I have coffee,I have bread, I have vegetables. And cold temperature’s is not really my thing./",SB-R
52,134,Grocery,I would say 73./,IP
52,135,Wine,Ok…73../,MI-N
52,136,Wine,"Wow,that’s not…/",RN
52,137,Wine,wait./,MI-N
52,138,Wine,That’s gonna…My wine will go bad and/ neither of us would have any business cause I won’t be able to pay the bills./,SB-R/SB-R
52,139,Wine,"So that’s not going to work,as much as I would love it to./",RN
52,140,Wine,Cause I don’t like the cold either/,SB-R
52,141,Wine,But I have a…./,MI-N
52,142,Wine,unfortunately it says…what my product can ..yea what my product can withstand…./,SB-R
52,143,Wine,What will keep it at the quality that is necessary./,SB-R
52,144,Grocery,like I would say put something in between us but that’s not an option./,MI-NEG
52,145,Wine,"Yea,I mean I can…/",MI-N
52,146,Grocery,lets go for 69 because…/,OS
52,147,Wine,69 I think will be good agreement. /That way we’re both...It’s not too cold. And that’s that’s pretty sweet...the temperature./,RP/PC
52,148,Grocery,it’s like room temperature./,MI-C
52,149,Wine,right and plus you’ll have a cold section./,MI-C
52,150,Wine,Maybe we can put like the cold section in the back…/,MI-C
52,151,Grocery,towards your side?/,MI-C
52,152,Wine,yea yea…like towards me and put the other section on the other side so if nothing else…/,MI-C
52,153,Grocery,73 degrees to 65 degrees!/,MI-C
52,154,Wine,yea yea exactly!/,MI-C
52,155,Wine,Maybe we’ll spread it all out so. Maybe we can do that./,MI-C
52,156,Grocery,grand opening!/,P1
52,157,Wine,"yes,alright./",MI-N
52,158,Wine,So I was thinking the sooner the better. In May…/,IP
52,159,Grocery,why would you want it to be sooner?/,QS
52,160,Wine,only because I just think we really need to get a start on this./,SB-R
52,161,Wine,And so.. and we’ll  have plenty of time with renovations and the sooner the better./,SB-R
52,162,Wine,We might as well jsurt start making money now so.../,SB-R
52,163,Wine,Do you have any qualms against that or?/,QS
52,164,Grocery,"well the reason I would like it to be later,the later the better./",IP
52,165,Grocery,Cause I’m ordering some items from abroad./,SB-R
52,166,Grocery,And I also need to hire a lot of people for my store.. to like do some organize stuff so/,SB-E
52,167,Wine,what were you..?/,QP
52,168,Grocery,"like I,I need a lot of… some time for organization and ordering and stuff like that./",SB-E
52,169,Wine,ok ok now what/,MI-N
52,170,Grocery,"and I mean,once we open the store we can get the money back./",SB-R
52,171,Wine,yea right…/,MI-N
52,172,Wine,"Well I mean like,well what date were you thinking of?/",QP
52,173,Grocery,September/,IP
52,174,Wine,"oooh…well that’s the thing. /Like,That’s just gonna be a little to late I think./",RN/IP
52,175,Wine,"Cause I have,like I…/",MI-N
52,176,Grocery,but I thought…your wine…like the longer the better so you might/,SB-R
52,177,Wine,I mean its like a.. /,MI-N
52,178,Grocery,"as well wait another 4 months,5 months./",SB-R
52,179,Wine,"I mean,no…if its just sitting...I mean we have it and, I’d like to start making some money./",SB-R
52,180,Wine,We’re going to have to close our wine shop and that’s going to leave like six months of basically not having any type of revenues or profits or anything. We’re just going to be spending money. So I think for both of us it would be more convenient to open it now./,SB-R
52,181,Wine,You said you needed…/,MI-N
52,182,Grocery,I’m ordering stuff and hire… I’m still hiring./,SB-R
52,183,Wine,so am I…/,MI-N
52,184,Wine,"well I mean… When we’re first opening,like I’m sure that some of my employees can, you know, offer their services to your, your side./",SB-R
52,185,Grocery,"but I mean,I still have some items./",SB-R
52,186,Wine,you still have some items?/,QS
52,187,Wine,Well what kind of items are you…?/,QS
52,188,Grocery,from abroad. special items /,SB-R
52,189,Wine,Special items from abroad?/,QS
52,190,Wine,"Well,but your, but your store is operating fine now right? Is my question…/",QS
52,191,Grocery,yea but its running short so/,SB-R
52,192,Wine,"yea,I mean we’ll just maybe not have those few items when we first open and then offer them later, once we open. Cause I’m ready to go like right now so... /",SB-R
52,193,Grocery,but do you think you’ll have enough people for me and?/,QS
52,194,Wine,yea!/,MI-C
52,195,Wine,I should have enough people to cover your side/,SB-R
52,196,Wine,"and plus like...if we…and that would kind of like… If you have like a store open and we’re open for like two months and you bring more special products,we can maybe like do something to work in like/",SB-R
52,197,Grocery,"yea I mean I know,but I don’t want… The thing is like I don’t want my opening to missing some items./",SB-R
52,198,Grocery,"I want to promote,like I don’t want to miss out./",SB-R
52,199,Grocery,I want to have something special for my opening./,SB-R
52,200,Wine,is there anyway you can expedite to get it here faster? I there anything you can do to…?/,QS
52,201,Grocery,I think I’ll call but I don’t think so./   ,MI-N
52,202,Wine,ok well then…I mean September 1st is too long./,IP
52,203,Wine,I’m thinking../,MI-N
52,204,Grocery,"I’m thinking more like august then. Or July when the summer,summer starts./",IP
52,205,Grocery,Wine,ok we can do July./Yea we can do July. I can do July 1st./,RP
52,206,Grocery,See I don’t know./,RN
52,207,Grocery,July is such a weird time to open up stores./,SB-R
52,208,Grocery,I feel like June…,MI-N
52,209,Grocery,but you know its like the summer and everyone’s out and yea./,SB-R
52,210,Wine,I don’t know. I don’t know./,MI-N
52,211,Wine,I really…cause I feel like July is a really slow month cause a lot of people are on vacation. /It’s a…/,SB-R/MI-N
52,212,Grocery,but they’re be a lot of people too due to Dupont Circle so…/,SB-R
52,213,Wine,ok we can do July 1st/,RP
52,214,Grocery,"Alright,back to renovations/   ",P1
52,215,Wine,ok yes. /Alright; yea./,MI-N/MI-N
52,216,Wine,"I mean,I’m still really going for 25 thousand/",IP
52,217,Wine,cause I really think that like the look of the store and the quality of our store… /,SB-R
52,218,Wine,and the inside of it is really going to...you know. Kind of help us with what we need./,SB-R
52,219,Wine,"Cause we really need to have like,a bigger, a better, and nicer, and a higher quality looking store cause then people will actually come in. Cause it’s in a highly visible area. People are going to be walking by it everyday and they’re going to be walking by a thousand other shops./",SB-R
52,220,Wine,"We have to get something…We need to spend extra money to,you know, make people want to come to our store./",SB-R
52,221,Wine,And I know this’ll make more money for you too in the end because you’ll be getting more customers./,SB-R
52,222,Wine,We have a…/,MI-N
52,223,Grocery,"but then that renovation costs,we might not get it back./",SB-R
52,224,Grocery,This is kind of like high risk./,SB-R
52,225,Grocery,"Cause,we aren’t sure how much business we’ll get for, forever. So that’s why I don’t want to put much risk, or much investment into renovation costs./",SB-R
52,226,Grocery,Cause even if I were to spend that much I’ rather it be… spend it on other things such as like hiring more people or like ordering more items./,SB-R
52,227,Grocery,And just currently the space needs some exterior work and some interior work so... It’s not like we’re building a store out of nowhere/,SB-R
52,228,Grocery,"so I don’t,I don’t think 30 thousand. /I think 30 thousand is a little too much so…/",RN/IP
52,229,Wine,"ok well I think that,I mean I think that 25 thousand would be a really good amount then./",IP
52,230,Wine,If we’re gonna kind of like negotiate only because…/,SB-R
52,231,Grocery,lets agree on the middle one./,PC
52,232,Grocery,How about that?/,OS
52,233,Wine,20 thousand?/,QM
52,234,Wine,Ok./,RP
52,235,Grocery,we go with the middle one./,PC
52,236,Grocery,Are we done?/,QM
52,237,Grocery,We’re done./,PO
52,238,Wine,"yea,I think so./",MI-N
52,239,Wine,Should we press stop or?/,OT
52,240,Grocery,just press stop/,OT
52,241,Wine,ok lets see…/,oT
53,0,Group 53
53,1,Name of Coder:Esther
53,2,Date:5/3/06
53,3,Grocery,So,MI-C
53,4,Wine,so Hi,MI-C
53,5,Grocery,Hi,MI-C
53,6,Wine,I’m sorry can you pronounce you name again for me? I didn’t catch it.,MI-C
53,7,Grocery,my name is…my name is my name is Shudong.,MI-C
53,8,Wine,Shudong?,MI-C
53,9,Grocery,Shudong. Yea exactly yea,MI-C
53,10,Wine,Ok nice to meet you.,MI-C
53,11,Grocery,Nice to meet you.,MI-C
53,12,Grocery,Your Dan right?,MI-C
53,13,Wine,Yea yea.,MI-C
53,14,Wine,So I’m looking forward to doing business with you,MI-C
53,15,Grocery,yea yea.,MI-C
53,16,Grocery,Hopefully we can cooperate with each other successfully.,MI-C
53,17,Wine,"yea,yea",MI-C
53,18,Grocery,so lets get started?,PO
53,19,Grocery,"So,well I think we have same issue we need to settle down.",PO
53,20,Grocery,"So which one do you prefer to discuss first. I mean,among 5 options, hour of operation, renovation cost, and floor space, temperature. Which one do you want to talk about first?",PO
53,21,Wine,Ok…I’m happy to go with hrs ops first if you are,P1
53,22,Grocery,Yea.,MI-N
53,23,Grocery,Hours of operations.,P1
53,24,Grocery,OK.,MI-N
53,25,Grocery,I would like to discuss first.,PO
53,26,Grocery,"That would,that would be great.",MI-C
53,27,Wine,ok,MI-N
53,28,Grocery,"so you know I run a grocery store so I want to sell coffee,cookies and stuff.",SF
53,29,Grocery,"So I would like…I prefer the hours is 6:30am,6:30pm.",IP
53,30,Grocery,What is your opinion?,QP
53,31,Wine,"Well,its… I think on this one we sort of have…we’re at opposite extremes.",ID-N
53,32,Wine,"Because I’m,I’m in the business of selling wines and liquor so its, its in my interest to want to be open as late for people shopping for parties or what have you.",SB-R
53,33,Wine,"So my,my preferred option would be 10:30am to 10:30 pm.",IP
53,34,Wine,"However I mean…I don’t,I don’t think it’s reasonable for me to ask you to open that late. Because I understand you want…you want to sell coffee to people before they get to work.",IN-P
53,35,Wine,Right?,MI-N
53,36,Grocery,yea.,MI-N
53,37,Grocery,"Well personally you see I prefer to open the store as early as possible,",IP
53,38,Wine,sure sure,MI-C
53,39,Grocery,"you know… no body will drink coffee after 6:30,you know, in evening.",SB-R
53,40,Grocery,So ..what…what is best can you…like you can offer.?,QP
53,41,Wine,"Well what I would suggest again,cause I think...if, if, if you, if you are interested in selling coffee to people before they get to work or snacks or what have you…people getting lunch before they get to work…if, if you were to open at 8:30 that would – and and remember you’re your right at Dupont Circle right? I mean, that’s where, that’s where we’re we’re going to be.",OS
53,42,Wine,"So people have,I would say probably have time when they get off the metro to, you know, to get off and grab a cup of coffee before they get to work. If, if we opened at 8:30.",SB-R
53,43,Wine,Does that sound reasonable to you?,QP
53,44,Grocery,"Well,I mean yea, it sounds reasonable /but, you know. 8:30, most of people they they have already, you know, in office so…",MI-C/SB-R
53,45,Wine,"Yea,you think so?",QS
53,46,Grocery,"Well…Yea so,I think probably they would, they would not stop by my, my store, you know, to buy a cup of coffee.",SB-R
53,47,Grocery," But you know,I mean, I think 6:30pm close, would close the store is too much for you.",IN-P
53,48,Grocery,"I mean obviously,you know, people used to buy beer after…in the evening.",MI-C
53,49,Grocery,"So maybe we,we can get… make a compensation.",PC
53,50,Grocery,We open at like 7:30?,OS
53,51,Wine,Well I’m open to that.,RP
53,52,Wine,I’m open to that if we can talk about some of the other issues that are important to me.,PX
53,53,Wine,"Why don’t we say right now…could,could we say that at the moment that we’re are open to considering either 7:30 or 8:30 for the time being?",PO
53,54,Wine,And let...lets talk about some of these other things too so we can come back to that?,PM
53,55,Grocery,ok so you mean conditional,PO
53,56,Wine,I mean...yea… I’m just saying lets talk about some of the other ones and see where we are.,PM
53,57,Grocery,ok that’s like a good idea,MI-C
53,58,Wine,what should we talk about next?,P1
53,59,Grocery,the next?,QM
53,60,Grocery,We could…well maybe we could talk about the floor space?,P1
53,61,Wine,sure,MI-C
53,62,Grocery,yea?,MI-N
53,63,Grocery,"So..So I mean,since you run liquor store, you don’t need too much space.",SB-R
53,64,Grocery,I mean…I mean this is my thought...ok?,MI-N
53,65,Grocery,I’m…I’m  kind of selling coffee and something so I have to make a little bit of space…more space for customers to take a break.,SB-R
53,66,Grocery,But people used to buy liquor like a walk in and walk out.,SB-R
53,67,Grocery,So I would say 6…40% for you and 60% for me and... That reasonable or?,OS
53,68,Wine,"that,that, that sounds completely reasonable to me.",RP
53,69,Grocery,yea yea.,MI-N
53,70,Grocery,So…,MI-N
53,71,Wine,"I mean,that, that’s pretty much what I figured I would want to have.",IP
53,72,Wine,That I think is  right about where I need to be to put my inventory out. And it’s pretty much exactly like you say.,MI-C
53,73,Wine,"So 40% for me and 60% for you…that sounds great,great to me.",RP
53,74,Grocery,ok that would be great.,MI-C
53,75,Grocery,Yea,MI-N
53,76,Wine,that’s...that’s one solved,MI-C
53,77,Grocery,I think we solved one.,MI-C
53,78,Grocery,Now what’s next? We want o talk or discuss.,P1
53,79,Wine,Lets…Oh gosh.,MI-N
53,80,Wine,Let’s talk about the renovation costs.,P1
53,81,Wine,And here’s here’s what I’m thinking here. I’m defiantly open to hearing what you have to say.,MI-C
53,82,Wine," As I’m looking at the space it doesn’t look like it’s in great shape to me.  I think…it’ll probably need a fair amount of work to get it in order. And you know,not not just for, you know, you know our own safety and well being.",SB-R
53,83,Wine,I think it’s probably the case you and I would probably do more business if we had an attractive store front.,SB-R
53,84,Grocery,Exactly,MI-C
53,85,Wine,"Yea So I’m,I’m of the opinion that it will take about 30 thousand to...to get the place in good working order and make it look attractive.",IP
53,86,Wine,"And that’s,that’s jut what I’m throwing out there so I’d be happy to hear what your thinking.",MI-C
53,87,Grocery,well I think 30 thousand dollars is a little bit…a lot for me.,IP
53,88,Wine,little bit high?,QP
